Department,Salary,ActiveProjects,AvgMonthlyHours,YearsAtCompany,WorkAccidents,ReceivedPromotion,LastEvaluation,SatisfactionScore,Attrition
engineering,low,6,304,4,False,False,0.8,0.11,True
engineering,low,2,137,3,False,False,0.51,0.39,True
support,low,2,144,3,False,False,0.49,0.4,True
support,low,2,142,3,False,False,0.54,0.43,True
support,low,5,262,5,False,False,0.87,0.76,True
support,low,2,142,3,False,False,0.48,0.4,True
support,low,6,282,4,False,False,0.89,0.09,True
support,low,2,157,3,False,False,0.54,0.37,True
support,low,5,228,5,False,False,0.91,0.87,True
support,low,6,283,4,False,False,0.86,0.1,True
support,low,6,286,4,False,False,0.86,0.11,True
support,low,2,148,3,False,False,0.5,0.43,True
support,low,6,245,4,False,False,0.81,0.1,True
engineering,low,6,279,4,False,False,0.95,0.11,True
engineering,low,5,245,5,False,False,0.87,0.85,True
engineering,low,2,138,3,False,False,0.49,0.37,True
management,low,2,141,3,False,False,0.52,0.44,True
IT,medium,7,302,5,False,False,0.83,0.1,True
IT,medium,6,268,4,False,False,0.89,0.11,True
IT,medium,5,240,5,False,False,0.88,0.87,True
IT,medium,2,127,3,False,False,0.49,0.39,True
IT,medium,7,264,4,False,False,0.94,0.1,True
product_management,medium,2,155,3,False,False,0.53,0.44,True
product_management,medium,2,143,3,False,False,0.49,0.4,True
product_management,medium,5,217,6,False,False,0.98,0.76,True
product_management,medium,2,147,3,False,False,0.55,0.46,True
IT,medium,4,271,5,False,False,0.92,0.9,True
r&d,medium,4,273,5,False,False,0.87,0.85,True
r&d,medium,5,285,4,True,False,0.78,0.1,True
r&d,high,2,131,3,False,False,0.49,0.43,True
r&d,low,5,135,6,False,False,0.5,0.2,True
r&d,medium,5,239,5,False,False,0.92,0.81,True
marketing,medium,5,237,5,False,False,0.85,0.83,True
sales,medium,4,277,5,True,False,0.75,0.14,True
accounting,medium,5,303,5,False,False,0.84,0.1,True
support,low,4,242,6,False,False,0.98,0.91,True
engineering,low,2,158,3,False,False,0.57,0.37,True
management,low,2,147,3,True,False,0.57,0.42,True
marketing,low,2,282,5,False,False,0.68,0.39,True
marketing,low,2,154,3,False,False,0.54,0.39,True
marketing,low,2,149,3,False,False,0.52,0.44,True
sales,low,2,149,3,False,False,0.45,0.37,True
sales,low,2,146,3,False,False,0.53,0.39,True
sales,low,4,258,5,False,False,0.94,0.72,True
sales,low,2,148,3,False,False,0.49,0.37,True
sales,low,5,236,5,False,False,0.94,0.82,True
sales,low,2,134,3,False,False,0.52,0.42,True
sales,low,2,155,5,False,False,1.0,0.59,True
sales,low,5,257,5,False,False,0.86,0.82,True
sales,low,6,189,2,False,False,0.97,0.73,True
sales,low,3,164,3,False,False,0.66,0.78,True
sales,low,6,271,4,False,False,0.95,0.09,True
sales,low,6,280,4,False,False,0.97,0.1,True
sales,low,2,149,3,False,False,0.46,0.45,True
sales,low,5,219,5,False,False,0.81,0.83,True
sales,low,2,128,3,False,False,0.51,0.43,True
sales,medium,2,128,3,False,False,0.47,0.4,True
sales,medium,2,157,3,False,False,0.46,0.43,True
sales,medium,4,225,5,False,False,0.93,0.78,True
sales,medium,2,140,3,False,False,0.45,0.39,True
accounting,medium,6,310,4,False,False,0.97,0.11,True
accounting,medium,2,143,3,False,False,0.52,0.36,True
accounting,medium,2,153,3,False,False,0.54,0.36,True
hr,medium,7,310,4,False,False,0.79,0.1,True
hr,medium,2,136,3,False,False,0.47,0.4,True
hr,medium,4,251,6,False,False,0.85,0.81,True
hr,medium,2,144,3,False,False,0.47,0.4,True
engineering,medium,6,296,4,False,False,0.93,0.09,True
engineering,high,5,238,5,False,False,0.89,0.76,True
engineering,low,5,162,4,False,False,0.93,0.73,True
engineering,medium,2,137,3,False,False,0.49,0.38,True
engineering,medium,5,257,5,False,False,0.84,0.72,True
engineering,medium,2,148,3,False,False,0.56,0.4,True
engineering,medium,5,254,5,False,False,0.99,0.91,True
engineering,low,4,247,6,False,False,0.85,0.85,True
engineering,low,5,206,4,False,False,0.7,0.9,True
engineering,low,2,145,3,False,False,0.55,0.46,True
engineering,low,2,159,3,True,False,0.57,0.43,True
support,low,5,228,5,True,False,0.88,0.89,True
support,low,6,257,4,False,False,0.81,0.09,True
support,low,2,155,3,False,False,0.48,0.4,True
support,low,6,293,6,False,False,0.83,0.76,True
support,low,2,151,3,False,False,0.57,0.4,True
support,low,2,160,3,False,False,0.48,0.37,True
support,low,2,143,3,False,False,0.53,0.37,True
support,low,6,280,4,False,False,0.96,0.11,True
support,low,2,158,3,False,False,0.52,0.37,True
support,low,7,310,4,False,False,0.89,0.09,True
support,low,5,258,5,False,False,0.86,0.88,True
engineering,low,5,262,5,False,False,0.94,0.84,True
engineering,low,6,265,4,False,False,0.98,0.1,True
engineering,low,2,143,3,True,False,0.47,0.41,True
management,low,5,232,6,False,False,0.91,0.84,True
IT,low,2,161,3,False,False,0.55,0.41,True
IT,low,5,132,6,False,False,0.76,0.53,True
IT,medium,2,139,3,True,False,0.47,0.42,True
IT,medium,2,131,3,False,False,0.5,0.36,True
IT,medium,2,161,3,False,False,0.52,0.38,True
product_management,medium,2,152,3,False,False,0.48,0.36,True
product_management,medium,2,138,3,False,False,0.54,0.46,True
product_management,medium,2,159,3,True,False,0.47,0.37,True
product_management,medium,2,153,3,False,False,0.49,0.42,True
IT,medium,2,156,3,False,False,0.56,0.44,True
r&d,medium,5,265,5,False,False,0.82,0.92,True
r&d,medium,6,301,5,False,False,0.79,0.1,True
r&d,medium,4,220,6,False,False,1.0,0.76,True
r&d,medium,6,247,4,False,False,0.79,0.11,True
r&d,high,2,136,3,False,False,0.48,0.43,True
marketing,low,2,160,3,False,False,0.49,0.4,True
sales,medium,7,310,4,False,False,0.84,0.11,True
accounting,medium,5,240,5,False,False,0.82,0.84,True
support,medium,5,238,5,False,False,0.84,0.84,True
engineering,medium,7,243,5,False,False,0.6,0.51,True
management,low,5,248,4,False,False,0.91,0.66,True
marketing,low,2,137,3,False,False,0.56,0.42,True
marketing,low,2,155,3,False,False,0.49,0.38,True
marketing,low,7,229,3,False,False,0.63,0.15,True
sales,low,2,140,3,False,False,0.53,0.38,True
sales,low,2,156,3,False,False,0.54,0.43,True
sales,low,2,147,3,False,False,0.57,0.37,True
sales,low,7,293,4,False,False,0.92,0.11,True
sales,low,2,157,3,False,False,0.53,0.41,True
sales,low,4,247,5,False,False,0.96,0.84,True
sales,low,2,148,3,False,False,0.51,0.4,True
sales,low,4,215,3,False,False,0.74,0.58,False
sales,low,2,202,3,False,False,0.67,0.82,False
sales,low,5,193,3,False,False,0.69,0.45,False
sales,low,5,247,3,False,False,0.82,0.78,False
sales,low,3,214,2,False,False,0.6,0.49,False
sales,low,3,206,4,False,False,0.95,0.36,False
sales,low,2,176,2,False,False,0.37,0.54,False
sales,low,5,136,4,False,False,0.91,0.99,False
sales,low,6,127,3,False,False,0.75,0.5,False
sales,low,4,268,3,False,False,0.64,0.74,False
sales,medium,4,258,3,False,False,0.58,0.56,False
sales,medium,2,136,3,False,False,0.39,0.34,False
accounting,medium,5,255,6,False,False,0.94,0.48,False
accounting,medium,3,218,3,False,False,0.62,0.73,False
accounting,medium,3,268,4,False,False,0.87,0.59,False
hr,medium,3,224,2,False,False,0.57,0.81,False
hr,medium,3,231,3,False,False,0.66,0.9,False
hr,medium,6,191,6,False,False,0.84,0.41,False
hr,medium,4,165,5,False,False,0.92,0.89,False
engineering,medium,4,252,3,False,False,0.84,0.48,False
engineering,medium,5,266,2,False,False,0.97,0.79,False
engineering,medium,5,248,3,False,False,0.66,0.98,False
engineering,high,4,144,4,False,False,0.7,0.75,False
engineering,low,4,174,3,False,False,0.41,1.0,False
engineering,medium,5,179,6,False,False,0.82,0.24,False
engineering,medium,6,246,4,False,False,0.43,0.84,False
engineering,medium,4,201,3,True,False,0.86,0.56,False
engineering,medium,4,208,3,False,False,0.93,0.92,False
engineering,low,3,267,3,False,False,0.98,0.61,False
engineering,low,4,262,4,False,False,0.77,0.84,False
support,low,3,235,3,False,False,0.59,0.85,False
support,low,2,160,4,False,False,0.57,0.67,False
support,low,4,267,4,False,False,0.94,0.54,False
support,low,5,175,4,False,False,0.56,0.75,False
support,low,4,224,2,False,False,0.79,0.82,False
support,low,4,177,2,False,False,0.6,0.76,False
support,low,6,191,4,False,False,0.53,0.19,False
support,low,3,138,3,False,False,0.41,0.61,False
support,low,3,218,2,True,False,0.8,0.51,False
support,low,3,179,2,True,False,0.88,0.52,False
support,low,3,241,3,False,False,0.58,0.74,False
engineering,low,4,240,3,False,False,0.91,0.98,False
engineering,low,3,202,4,False,False,0.92,0.71,False
engineering,low,6,260,3,False,False,0.88,0.33,False
management,low,3,196,3,False,False,0.97,0.98,False
IT,low,2,176,3,True,False,0.59,0.52,False
IT,low,2,140,3,False,False,0.65,0.84,False
IT,low,3,242,2,False,False,0.5,0.87,False
IT,low,3,279,4,False,False,0.85,0.48,False
IT,medium,4,202,3,False,False,0.55,0.58,False
product_management,medium,5,228,3,False,False,0.84,0.58,False
product_management,medium,4,171,3,False,False,0.69,0.73,False
product_management,medium,4,153,3,False,False,0.54,0.68,False
product_management,medium,3,165,3,True,False,0.68,0.41,False
IT,medium,3,182,3,False,False,0.6,0.85,False
r&d,medium,5,239,5,False,False,0.7,0.54,False
r&d,medium,5,231,2,False,False,0.61,0.81,False
r&d,medium,4,255,3,False,False,0.52,0.7,False
r&d,medium,4,237,2,True,False,0.66,0.63,False
r&d,medium,3,251,2,False,False,0.54,0.68,False
marketing,medium,4,178,2,False,False,0.53,0.7,False
sales,high,4,148,3,False,False,0.65,0.82,False
accounting,low,4,240,4,False,False,0.94,0.72,False
support,medium,3,269,3,False,False,0.78,0.77,False
engineering,medium,4,147,3,False,False,0.91,0.86,False
management,medium,3,198,5,False,False,0.97,0.15,False
marketing,medium,5,143,3,False,False,0.99,0.81,False
marketing,low,3,238,2,False,False,0.98,0.93,False
marketing,low,4,213,4,False,False,0.74,0.62,False
sales,low,3,226,3,True,False,0.81,0.53,False
sales,low,3,169,2,True,False,0.99,0.86,False
sales,low,4,238,2,False,False,0.65,0.92,False
sales,low,4,202,3,False,False,0.83,0.97,False
sales,low,2,205,6,True,False,0.78,0.39,False
sales,low,3,111,4,False,False,0.66,0.45,False
sales,low,4,104,3,False,False,0.47,0.41,False
sales,low,3,212,3,False,False,0.69,0.51,False
sales,low,4,236,4,False,False,0.62,0.74,False
sales,low,5,245,2,True,False,0.57,0.69,False
sales,low,4,267,4,False,False,0.64,0.84,False
sales,low,5,106,5,False,False,0.66,0.69,False
sales,low,5,198,3,False,False,0.53,0.93,False
sales,low,6,239,3,False,False,0.45,0.33,False
sales,low,5,220,3,False,False,0.65,0.25,False
sales,low,5,224,3,False,False,0.59,0.63,False
sales,low,3,100,3,False,False,0.62,0.81,False
sales,low,4,244,5,False,False,0.87,0.12,False
sales,low,4,139,3,False,False,0.66,0.52,False
accounting,medium,2,152,2,False,False,0.51,0.57,False
accounting,medium,4,208,3,False,False,0.58,0.84,False
accounting,medium,5,205,3,False,False,0.95,0.6,False
hr,medium,2,194,6,False,False,0.44,0.73,False
hr,medium,3,209,5,False,False,0.58,0.2,False
hr,medium,3,212,3,False,False,0.9,0.58,False
hr,medium,2,151,3,False,False,0.56,0.48,False
engineering,medium,4,282,6,False,False,0.67,0.54,False
engineering,medium,4,256,3,False,False,1.0,0.86,False
engineering,medium,2,185,3,True,False,0.83,0.94,False
engineering,medium,5,132,3,False,False,0.74,0.76,False
engineering,medium,5,233,3,False,False,0.95,0.61,False
engineering,high,4,215,2,False,False,0.94,0.56,False
engineering,low,3,220,4,False,False,0.74,1.0,False
engineering,medium,6,222,3,False,False,0.53,0.15,False
engineering,medium,5,182,2,False,False,0.58,0.19,False
engineering,medium,5,258,4,False,False,0.73,0.17,False
engineering,medium,3,209,2,False,False,0.57,0.71,False
support,low,3,242,2,False,False,0.79,0.86,False
support,low,4,155,3,True,False,0.88,0.59,False
support,low,5,104,4,False,False,0.76,0.74,False
support,low,4,201,3,True,False,0.92,0.98,False
support,low,5,143,3,False,False,0.75,0.93,False
support,low,5,161,3,True,False,0.92,1.0,False
support,low,4,200,2,False,False,0.81,0.59,False
support,low,4,255,2,False,False,0.55,0.98,False
support,low,5,227,2,False,False,0.5,0.35,False
support,low,3,270,6,False,False,0.96,0.42,False
support,low,5,230,3,False,False,0.85,0.61,False
engineering,low,5,270,3,True,False,0.72,0.78,False
engineering,low,4,200,3,False,False,0.52,0.93,False
engineering,low,5,207,3,False,False,0.95,0.5,False
management,low,5,182,3,False,False,0.51,0.67,False
IT,low,4,234,3,False,False,0.85,0.75,False
IT,low,4,237,2,False,False,0.51,0.79,False
IT,low,4,187,2,True,False,0.89,0.84,False
IT,low,3,257,6,False,False,0.5,0.72,False
IT,low,2,194,2,False,False,0.48,0.57,False
product_management,low,4,162,3,False,False,0.52,0.73,False
product_management,medium,4,148,2,False,False,0.58,0.74,False
product_management,medium,4,210,2,False,False,0.83,0.52,False
product_management,medium,3,213,2,True,False,0.76,0.56,False
IT,medium,4,189,2,True,False,0.68,0.76,False
r&d,medium,4,185,2,False,False,0.93,0.82,False
r&d,medium,3,186,2,True,False,0.83,0.76,False
r&d,medium,3,128,3,False,False,0.59,0.62,False
r&d,medium,4,268,3,False,False,0.8,0.48,False
r&d,medium,3,213,3,True,False,0.77,0.64,False
marketing,medium,4,142,2,False,False,0.82,0.74,False
sales,medium,2,199,2,False,False,0.43,0.52,False
accounting,medium,4,157,2,False,False,0.5,0.67,False
support,high,5,172,2,True,False,0.76,0.71,False
engineering,low,3,176,3,True,False,0.63,0.72,False
management,medium,2,183,2,False,False,0.58,0.33,False
marketing,medium,4,270,2,False,False,0.56,0.91,False
marketing,medium,5,157,4,True,False,0.68,0.88,False
marketing,medium,4,185,3,False,False,0.6,0.96,False
sales,low,3,167,3,False,False,0.68,0.97,False
sales,low,5,226,5,False,False,0.59,0.27,False
sales,low,3,223,4,False,False,0.64,0.65,False
sales,low,3,257,3,False,False,0.73,0.68,False
sales,low,4,143,3,False,False,0.46,0.68,False
sales,low,3,215,2,False,False,0.74,0.69,False
sales,low,3,194,4,False,False,0.99,0.79,False
sales,low,5,193,3,False,False,0.92,0.74,False
sales,low,3,163,3,False,False,0.83,0.8,False
sales,low,5,252,5,False,False,0.94,0.38,False
sales,low,3,168,3,False,False,0.83,0.26,False
sales,low,3,231,3,False,False,0.86,0.81,False
sales,low,2,141,2,False,False,0.54,0.67,False
sales,low,4,260,2,False,False,0.81,0.55,False
sales,low,3,132,2,False,False,0.71,0.87,False
sales,low,2,159,2,False,False,0.69,0.46,False
sales,low,4,177,3,True,False,0.57,0.63,False
sales,low,4,248,3,False,False,0.96,0.54,False
sales,low,3,185,2,False,False,0.49,1.0,False
accounting,low,4,149,2,False,False,0.66,0.97,False
accounting,low,3,152,3,False,False,0.92,0.9,False
accounting,medium,3,129,3,False,False,0.7,0.75,False
hr,medium,4,208,2,False,False,0.84,0.92,False
hr,medium,4,136,2,False,False,0.94,0.8,False
hr,medium,3,142,2,False,False,0.81,0.57,False
hr,medium,3,225,4,False,False,0.94,0.81,False
engineering,medium,3,143,3,False,False,0.6,0.64,False
engineering,medium,4,215,3,False,False,0.54,0.71,False
engineering,medium,3,229,6,True,False,0.58,0.35,False
engineering,medium,5,193,5,False,False,0.81,0.88,False
engineering,medium,5,160,5,False,False,0.59,0.13,False
engineering,medium,4,195,5,True,False,0.73,0.82,False
engineering,medium,4,189,2,False,False,0.92,0.17,False
engineering,high,4,207,5,False,False,0.82,0.21,False
engineering,low,4,108,3,False,False,0.47,0.89,False
engineering,medium,6,224,4,False,False,0.72,0.2,False
engineering,medium,5,180,3,True,False,0.81,0.99,False
support,medium,6,152,4,False,False,0.85,0.26,False
support,medium,4,244,2,False,False,0.53,0.22,False
support,low,3,176,3,False,False,0.84,0.79,False
support,low,4,145,2,True,False,0.79,0.73,False
support,low,3,149,3,False,False,0.54,0.83,False
support,low,3,122,4,False,False,0.54,0.42,False
support,low,2,110,5,False,False,0.8,0.18,False
support,low,4,222,2,False,False,0.91,0.92,False
support,low,3,237,3,False,False,0.52,0.87,False
support,low,4,224,3,False,False,0.65,0.72,False
support,low,5,115,5,False,False,0.58,0.64,False
engineering,low,4,180,3,False,False,0.66,1.0,False
engineering,low,4,162,3,False,False,0.65,0.83,False
engineering,low,4,136,3,False,False,0.58,0.98,False
management,low,3,260,2,False,False,0.87,0.7,False
IT,low,4,150,2,False,False,0.79,0.9,False
IT,low,4,248,3,False,False,0.99,0.55,False
IT,low,3,233,3,True,False,0.84,0.78,False
IT,low,5,272,3,False,False,0.53,0.89,False
IT,low,3,197,5,False,False,0.59,0.17,False
product_management,low,5,164,5,False,False,0.64,0.14,False
product_management,low,4,216,2,False,False,0.57,0.85,False
product_management,low,4,266,3,True,False,0.79,0.84,False
product_management,medium,3,102,4,True,False,0.69,0.7,False
IT,medium,5,284,5,False,False,0.98,0.16,False
r&d,medium,3,145,2,True,False,0.69,0.51,False
r&d,medium,3,167,4,False,False,0.89,0.6,False
r&d,medium,3,172,2,False,False,0.63,0.5,False
r&d,medium,5,198,5,False,False,0.39,0.43,False
r&d,medium,4,201,4,False,False,0.7,0.5,False
marketing,medium,4,197,4,False,False,0.89,0.91,False
sales,medium,4,270,2,False,False,0.93,0.65,False
accounting,medium,2,149,3,False,False,0.52,0.59,False
support,medium,3,256,3,False,False,0.56,0.89,False
engineering,medium,3,162,3,False,False,0.6,0.97,False
management,high,5,163,2,False,False,0.97,0.56,False
marketing,low,3,266,3,True,False,0.93,0.76,False
marketing,medium,4,208,4,False,False,0.55,0.28,False
marketing,medium,4,138,4,False,False,0.51,0.75,False
sales,medium,4,232,3,False,False,0.81,0.78,False
sales,medium,6,100,4,False,False,0.63,0.26,False
sales,low,2,172,5,False,False,0.72,0.53,False
sales,low,3,133,6,True,False,0.41,0.25,False
sales,low,3,234,3,False,False,0.51,0.82,False
sales,low,2,183,4,False,False,0.57,0.71,False
sales,low,4,174,4,False,False,0.95,0.61,False
sales,low,3,175,2,False,False,0.68,0.89,False
sales,low,3,109,3,True,False,0.78,0.57,False
sales,low,4,248,3,False,False,0.8,0.93,False
sales,low,5,104,4,False,False,0.84,0.61,False
sales,low,3,154,2,False,False,0.62,0.56,False
sales,low,6,214,2,False,False,0.89,0.7,False
sales,low,4,209,4,False,False,0.64,0.9,False
sales,low,6,212,2,False,False,0.74,0.15,False
sales,low,3,168,3,True,False,0.36,0.39,False
sales,low,4,176,3,False,False,0.72,0.74,False
sales,low,4,163,4,True,False,0.61,0.7,False
sales,low,4,148,2,False,False,0.93,0.72,False
accounting,low,3,137,3,False,False,0.97,0.61,False
accounting,low,5,162,3,False,False,1.0,0.96,False
accounting,low,4,216,3,False,False,0.59,0.7,False
hr,low,3,240,2,False,False,0.49,0.92,False
hr,medium,4,176,2,False,False,0.56,0.72,False
hr,medium,6,192,6,False,False,0.75,0.53,False
hr,medium,3,160,4,False,False,0.85,0.67,False
engineering,medium,4,194,2,True,False,0.8,0.78,False
engineering,medium,4,239,2,True,False,0.75,0.53,False
engineering,medium,4,204,3,False,False,0.48,0.9,False
engineering,medium,5,258,3,False,False,0.9,0.16,False
engineering,medium,3,257,3,False,False,0.38,0.62,False
engineering,medium,4,137,3,False,False,0.98,0.62,False
engineering,medium,6,175,4,False,False,0.52,0.22,False
engineering,medium,3,183,3,False,False,0.82,0.91,False
engineering,medium,4,190,4,False,False,0.74,0.87,False
engineering,high,3,225,2,False,False,0.69,0.95,False
engineering,low,3,215,3,False,False,0.75,0.99,False
support,medium,3,176,4,True,False,0.57,0.99,False
support,medium,4,153,3,True,False,0.99,0.77,False
support,medium,3,150,2,True,False,0.68,0.75,False
support,medium,4,259,5,False,False,0.54,0.83,False
support,low,3,99,2,False,False,0.39,0.61,False
support,low,3,167,2,False,False,0.97,0.91,False
support,low,3,192,3,False,False,0.64,0.47,False
support,low,5,146,3,False,False,0.61,0.77,False
support,low,3,190,3,False,False,0.51,0.55,False
support,low,5,246,3,False,False,0.48,0.32,False
support,low,6,190,3,False,False,0.67,0.96,False
engineering,low,5,260,2,False,False,0.79,0.72,False
engineering,low,4,136,3,False,False,0.9,0.8,False
engineering,low,4,231,3,False,False,0.55,0.61,False
management,low,3,204,2,False,False,0.88,0.97,False
IT,low,4,201,3,False,False,0.93,0.63,False
IT,low,3,159,3,False,False,0.92,0.92,False
IT,low,5,171,3,False,False,0.74,0.94,False
IT,low,6,240,4,False,False,0.72,0.79,False
IT,low,2,152,4,False,False,0.73,0.75,False
product_management,low,3,151,3,True,False,0.99,0.78,False
product_management,low,6,232,2,True,False,0.45,0.96,False
product_management,low,4,128,5,False,False,0.68,0.65,False
product_management,low,3,187,6,True,False,0.94,0.18,False
IT,low,3,160,2,False,False,0.51,0.94,False
r&d,medium,4,259,3,False,False,0.79,0.84,False
r&d,medium,2,136,2,False,False,0.54,0.67,False
r&d,medium,4,253,3,False,False,0.5,0.71,False
r&d,medium,3,260,3,False,False,0.64,0.56,False
r&d,medium,5,231,6,False,False,0.56,0.29,False
marketing,medium,3,101,2,True,False,0.9,0.47,False
sales,medium,2,174,3,False,False,0.69,0.4,False
accounting,medium,4,167,2,False,False,0.82,0.81,False
support,medium,3,148,3,False,False,0.99,0.96,False
engineering,medium,6,139,5,True,False,0.75,0.99,False
management,medium,4,136,3,False,False,0.77,0.75,False
marketing,medium,4,153,2,False,False,0.74,0.75,False
marketing,high,4,161,2,False,False,0.86,1.0,False
marketing,low,2,163,2,False,False,0.53,0.52,False
sales,medium,3,164,3,False,False,0.74,0.98,False
sales,medium,2,137,5,False,False,0.64,0.6,False
sales,medium,3,137,3,False,False,0.44,0.38,False
sales,medium,6,106,5,False,False,0.41,0.51,False
sales,low,2,272,2,False,False,0.61,0.91,False
sales,low,5,238,3,False,False,0.62,0.56,False
sales,low,4,223,4,False,False,0.69,0.58,False
sales,low,3,201,2,False,False,0.53,0.51,False
sales,low,6,97,4,False,False,0.55,0.91,False
sales,low,2,232,6,True,False,0.98,0.8,False
sales,low,4,199,3,False,False,0.83,0.55,False
sales,low,3,141,3,False,False,0.53,0.62,False
sales,low,3,171,2,False,False,0.6,0.62,False
sales,low,4,212,3,False,False,0.58,0.87,False
sales,low,5,270,2,False,False,0.5,0.65,False
sales,low,3,267,2,False,False,0.64,0.51,False
sales,low,3,134,2,True,False,0.77,0.98,False
sales,low,4,165,5,False,False,0.43,0.13,False
sales,low,5,168,4,True,False,0.76,0.78,False
accounting,low,3,262,2,False,False,0.98,0.6,False
accounting,low,3,185,2,False,False,0.69,0.68,False
accounting,low,3,237,3,False,False,0.84,0.55,False
hr,low,4,192,3,False,False,0.79,0.99,False
hr,low,5,236,2,False,False,0.68,0.92,False
hr,low,4,202,4,True,False,0.65,1.0,False
hr,medium,4,171,2,False,False,0.93,0.77,False
engineering,medium,5,160,3,False,False,0.7,0.86,False
engineering,medium,2,252,3,False,False,0.84,0.89,False
engineering,medium,5,206,3,False,False,0.55,0.58,False
engineering,medium,3,212,2,False,False,0.66,0.56,False
engineering,medium,3,111,3,False,False,0.64,0.38,False
engineering,medium,3,240,2,False,False,0.64,0.62,False
engineering,medium,2,171,2,False,False,0.77,0.66,False
engineering,medium,3,129,2,False,False,0.44,0.3,False
engineering,medium,3,271,2,False,False,0.83,0.82,False
engineering,medium,4,162,2,False,False,0.68,0.96,False
engineering,medium,3,191,3,False,False,0.95,0.66,False
support,high,5,176,3,False,False,0.5,0.79,False
support,low,3,182,2,True,False,0.77,0.97,False
support,medium,3,226,3,False,False,0.65,0.59,False
support,medium,4,161,3,False,False,0.48,0.57,False
support,medium,4,163,3,False,False,0.53,0.64,False
support,medium,5,173,4,False,False,0.51,0.14,False
support,low,3,228,2,False,False,0.55,0.48,False
support,low,3,139,3,False,False,1.0,0.78,False
support,low,5,128,5,False,False,0.62,0.96,False
support,low,3,115,2,True,False,0.97,0.82,False
support,low,5,191,4,False,False,0.9,0.94,False
engineering,low,4,183,3,False,False,0.66,0.95,False
engineering,low,3,173,3,False,False,0.43,0.59,False
engineering,low,4,174,2,False,False,0.89,0.69,False
management,low,3,213,3,False,False,0.72,0.74,False
IT,low,4,192,4,False,False,0.67,0.67,False
IT,low,3,167,2,True,False,0.52,0.83,False
IT,low,3,263,3,True,False,0.85,0.81,False
IT,low,2,100,3,False,False,0.73,0.54,False
IT,low,3,164,3,False,False,0.83,0.89,False
product_management,low,5,172,2,False,False,0.74,0.79,False
product_management,low,4,171,3,False,False,0.58,0.46,False
product_management,low,4,236,3,False,False,0.93,0.99,False
product_management,low,5,186,4,False,False,0.9,0.75,False
IT,low,4,175,3,False,False,0.82,0.93,False
r&d,low,5,227,3,False,False,0.6,0.65,False
r&d,low,4,142,6,False,False,0.63,0.19,False
r&d,medium,2,121,2,False,False,0.61,0.48,False
r&d,medium,5,234,3,False,False,0.64,0.95,False
r&d,medium,4,185,3,False,False,0.77,0.92,False
marketing,medium,4,160,3,False,False,0.54,0.84,False
sales,medium,4,153,3,True,False,0.63,0.37,False
accounting,medium,3,199,6,False,False,0.74,0.22,False
support,medium,3,166,2,False,False,0.54,0.64,False
engineering,medium,2,247,3,False,False,0.88,0.72,False
management,medium,4,245,3,False,False,0.69,0.48,False
marketing,medium,5,242,4,False,False,0.55,0.12,False
marketing,medium,5,158,2,False,False,0.98,0.78,False
marketing,medium,3,163,3,True,False,0.74,0.71,False
sales,high,3,99,3,True,False,0.69,0.38,False
sales,low,4,164,3,False,False,0.85,0.57,False
sales,medium,3,160,3,False,False,0.51,0.72,False
sales,medium,2,184,3,False,False,0.57,0.6,False
sales,medium,5,266,2,False,False,0.55,0.61,False
sales,medium,4,190,2,False,False,0.64,0.67,False
sales,low,5,192,2,False,False,0.97,0.97,False
sales,low,3,205,6,True,False,0.6,0.22,False
sales,low,4,205,5,True,False,0.53,0.15,False
sales,low,3,258,3,False,False,0.6,0.6,False
sales,low,5,151,2,True,False,0.8,0.15,False
sales,low,3,148,2,False,False,0.81,0.5,False
sales,low,3,179,2,False,False,0.67,0.9,False
sales,low,6,141,2,True,False,0.51,0.84,False
sales,low,5,216,2,False,False,0.78,0.74,False
sales,low,3,235,2,False,False,0.51,0.72,False
sales,low,3,160,4,True,False,0.63,0.93,False
sales,low,3,141,4,False,False,0.69,0.54,False
sales,low,4,246,2,True,False,0.65,0.87,False
accounting,low,5,226,4,True,False,0.98,0.19,False
accounting,low,4,212,2,True,False,0.4,0.33,False
accounting,low,4,220,3,False,False,0.93,0.94,False
hr,low,4,266,2,False,False,0.49,0.77,False
hr,low,3,183,2,False,False,0.82,0.48,False
hr,low,5,263,3,True,False,0.74,0.7,False
hr,low,4,161,4,True,False,0.93,0.54,False
engineering,low,4,199,2,False,False,0.98,0.61,False
engineering,medium,4,258,4,True,False,0.4,0.97,False
engineering,medium,3,209,2,True,False,0.85,0.6,False
engineering,medium,5,135,3,False,False,0.84,0.93,False
engineering,medium,4,222,2,False,False,0.69,0.48,False
engineering,medium,5,192,3,False,False,0.76,0.16,False
engineering,medium,3,250,3,False,False,0.75,0.18,False
engineering,medium,3,187,3,True,False,0.75,0.84,False
engineering,medium,4,217,3,False,False,0.63,0.69,False
engineering,medium,4,213,3,True,False,0.88,0.22,False
engineering,medium,4,273,3,False,False,0.52,0.83,False
support,medium,2,132,3,False,False,0.5,0.58,False
support,medium,4,140,3,True,False,0.62,0.61,False
support,high,4,173,2,True,False,0.5,0.67,False
support,low,4,189,2,False,False,0.76,0.56,False
support,medium,3,156,3,False,False,0.74,0.74,False
support,medium,4,238,5,True,False,0.97,0.92,False
support,medium,5,230,2,False,False,0.68,0.81,False
support,medium,4,242,2,True,False,0.49,0.48,False
support,low,4,197,3,False,False,0.72,0.73,False
